term_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,term_str
20613.0,-0.05563392428928735,-0.11573271406185044,-1.852236485283121e-05,-5.712070650047178e-06,-5.441841447699235e-06,4.2847426242017374e-05,2.4866218020419076e-05,3.2111995848964704e-05,1.291559913327807e-06,-6.290724890279505e-06,gauged
18801.0,-0.0569612498143046,0.08769131680237263,2.0768315979816092e-05,-4.239154767249212e-07,-6.136264025375838e-05,1.4843109389589895e-06,1.6705373997056984e-05,9.35236712312519e-05,6.964770252888514e-05,-7.312563936710555e-05,mournings
11851.0,-0.054569160188057145,-0.11351773388841799,-7.655808485132208e-05,5.0714423055799955e-06,6.318029515940216e-05,7.378350616785179e-06,-1.9828475486338942e-05,-1.5848899541691398e-06,-6.292304737269032e-05,-1.6473606025654362e-05,satisfactions
10678.0,-0.05456916018805711,-0.113517733888418,-7.732222835066554e-07,-3.2127358071004295e-06,4.190608614900846e-05,4.304147695591088e-05,6.864569411818587e-06,2.724272748750629e-05,-3.49596702508546e-05,-5.244921204584673e-05,navigation
10359.0,-0.05297201403621151,-0.11019526362826922,-2.8519658986774812e-06,1.241476443892734e-05,-1.2897718358282258e-05,-1.8583714455706926e-06,-6.049475555791371e-06,-3.141578148089519e-05,-4.6339943434471867e-05,-4.008231168306288e-05,idols
2842.0,-0.052173440960288836,-0.10853402849819478,3.269264937842358e-05,4.624747490648516e-06,-8.945233639806852e-06,-4.752982718612031e-05,-2.4127694478667124e-05,-2.7256660001986187e-05,-7.817570384792939e-06,-1.1727277783036817e-05,information
18966.0,-0.051536368879608954,0.07933976282119437,-6.544064752777573e-05,-5.471298095364624e-06,-6.17881702608731e-06,-5.6573629902071965e-05,-2.7864685066812648e-05,-1.8942030048055968e-06,5.164905434338113e-05,4.326761772848751e-05,landholders
6158.0,-0.05085825876277203,0.07829581857354709,-4.396012888109572e-06,4.2641991055640894e-06,-2.305497733812139e-05,1.2464890054912254e-05,4.117451415305336e-06,2.6434573973086756e-05,-1.844942734154778e-05,-7.739137731165812e-05,finely
699.0,-0.050858258762772016,0.07829581857354709,1.5647486960028536e-05,1.1550123820977773e-05,3.823453639725099e-05,2.5740198024926464e-05,-1.2327497118918335e-05,1.9830024501029676e-05,-2.56599807602493e-05,3.791916049076167e-05,law
15964.0,-0.050858258762772016,0.07829581857354709,-8.79436600408253e-06,-5.0688996647214674e-06,1.1396692580409719e-05,-2.2579378045976053e-05,3.2317321723474314e-05,4.814909955039092e-05,7.010736363306753e-06,2.99878279443203e-06,anachronism
13589.0,-0.05085825876277201,0.07829581857354709,-6.838842316948975e-05,-7.415162103171954e-06,6.766104191628113e-05,8.893863813957119e-06,-5.301408124767667e-06,7.215104228041518e-05,-0.00011688864118277266,2.5502964276092918e-05,lengthy
11996.0,-0.047924180543045404,0.02079215305599557,-9.948582962813e-05,9.632254375550479e-06,0.00022419683633281297,-0.00010548834892297096,-8.417414143591355e-06,-6.220562149910612e-05,3.6911190046072235e-05,-4.082860448347041e-06,irrelevance
7096.0,-0.046051047378214076,-0.09579789250095769,-4.993538806422866e-05,-5.884829998756623e-06,2.2314119081850456e-05,2.287018456297658e-05,-9.866958985099755e-06,5.7676720062424096e-05,1.5279019914511487e-06,4.417721496336872e-05,parishioners
15936.0,-0.04746770817858711,0.07307609733531042,6.486528467255001e-05,-1.8929269012287948e-06,-4.973764320204252e-05,2.0785274028040573e-05,3.7486125268005116e-05,1.3067229029870561e-05,1.1961807528531104e-05,-3.6158405710862653e-06,amanuensis
591.0,-0.0454333778280763,0.06994426459236859,-8.050897133116078e-05,1.321369127242119e-05,5.496279219771729e-05,6.460198581429421e-05,1.8518920907355423e-05,-4.633655305518797e-05,-3.1442526205006544e-05,5.403767912443072e-05,drew
2578.0,-0.03859769866960127,-0.08029303128692977,0.00024400619126550244,-9.857445626318341e-06,-2.0452942676036115e-05,5.014750727487303e-05,-2.4078967882674685e-05,-1.09275181492057e-05,4.145840774390944e-05,3.8939316038252e-06,treat
3231.0,-0.039330386776543685,0.06054876636354308,5.989440800346105e-05,-8.239321200163125e-06,-0.00022348037615915696,3.269868576401894e-05,2.0183880125180147e-05,-4.660053279599075e-07,0.0002034284623056076,-0.00014655060414806302,deprived
11256.0,-0.036734361492448214,-0.07641681598342283,0.00013101177621622636,7.971978243444863e-07,0.00011669547901951971,3.641646172732019e-05,3.583068657225592e-05,6.198231832498772e-05,0.00017261734118940699,-9.321289317969632e-05,preternatural
7201.0,-0.030079585859758326,-0.06257318989946944,-0.0001549244765707996,4.1596196925929366e-05,-9.04156258113135e-05,-0.00021355080887658755,-3.688106897607318e-05,0.00017953681691612098,-3.598621287620012e-05,0.0002539603102325765,steed
20624.0,-0.03119306537450007,0.04802143539177544,8.587367596481872e-05,6.331031370163449e-06,9.640248874551769e-05,-0.0004257208527455621,-0.00021097183454325463,7.152084888129019e-06,-6.268502225217748e-05,-2.6974836728850634e-05,rd
15046.0,-0.029281012783835533,-0.060911954769395066,1.1879204538144181e-05,-2.50168773706817e-06,-6.407749474497213e-05,7.26721938068367e-05,3.3715133405074204e-05,-7.220167674406226e-06,-0.0002182103497530729,2.9666972193797363e-05,corrupted
21155.0,-0.030514955257663248,0.04697749114412823,0.00037194945684535034,-4.004202986375255e-05,-0.00015277815165775028,0.0002495838183153537,-2.279895120648268e-05,0.00024572160840766834,1.497067167795038e-05,0.00013378977350138544,fastidiousness
15035.0,-0.030514955257663248,0.04697749114412823,0.00014240032985356836,1.0357337136797736e-05,0.0003153490140116921,4.85965751939283e-05,-4.6526126985166267e-05,-0.0002698258725001229,3.180598051088285e-05,0.00016068474233540159,strident
2752.0,-0.02874863073322024,-0.059804464682678686,9.760776672684438e-05,2.0231362445877364e-05,-6.888929313193486e-05,-0.00016648924973034938,6.918813552256799e-06,-0.00023437980636783172,0.00035493565428486453,0.00012868141554990363,tempted
5944.0,-0.029836845140826247,0.04593354689648095,-0.0002010566413809163,-1.8469306526473744e-07,-0.00014852721018623156,8.764578152854089e-05,2.570116035258414e-05,-6.691104560623168e-05,-0.0004246304921577667,-5.6789011291105205e-05,reject
2555.0,-0.027683866631989865,-0.05758948450924614,4.246007622058573e-06,1.209993710375646e-05,-0.00015126799043100505,0.00018182900726888108,0.0001844333684176322,-0.00010975498337628145,0.0001291585700415316,-0.0002631406952024318,whispered
11321.0,-0.026086720480144404,-0.0542670142490974,-0.00025998732144028557,8.40315619285149e-06,-0.0003714674048719774,0.00010231023866427846,0.0001651507288769434,0.00034032015491713036,0.00043305119402449883,-1.6958561549273003e-05,unaffected
5695.0,-0.026086720480144404,-0.0542670142490974,0.00011908359838920589,-3.1301666444403573e-05,-6.347780322744022e-05,1.1699717971208684e-05,-0.00012300202204886063,-0.00028300339066374396,-0.000257085311506568,-1.6189157294231897e-05,hospitals
7560.0,-0.02707364823007941,0.040612784940010214,-0.0002815420565956834,4.8435065126789784e-06,-0.0005800707084234484,-0.0003218691379345114,0.00012099716818007858,6.568248632770083e-05,0.0002979777276134069,-0.0002467802621747694,penitential
6633.0,0.10466242815033915,0.006985137363664044,-0.00022956939706669444,-2.4585420971825076e-06,0.00017203629891945132,0.00010894644237545105,3.5130569842000623e-05,0.00010722412684294733,-7.769640075110057e-05,5.5190187312616296e-05,hev
10341.0,-0.02621094223449885,0.017947739223469084,-0.00075335672612563,-9.222559428963786e-06,0.00016072375782186688,0.00020523326053181523,0.00039859362439800935,-6.594201974871217e-05,5.5745515597059516e-05,0.00023171635416719956,satellites
18906.0,-0.023413509993309736,0.014707964074932965,-0.0004519173339289308,3.850386478858202e-05,-8.998039294701664e-05,-0.00010925711780617209,0.00011175316656524583,-0.00032014380165878054,-0.00015269962465204855,4.3727515255617324e-05,overrun
6642.0,-0.008250782770817722,0.031206691190464538,-2.9468175753649132e-05,8.284189590820169e-05,2.8332927899606637e-05,-0.0003928571911553926,0.00030327833337749735,-0.0005913851011813365,0.00031657163195090803,-0.000307910368182869,privation
21475.0,-0.022496350315453273,0.0292986936077335,-0.00021223329718245035,-1.7038876726965154e-05,-0.00015599878390543817,-0.00029221026076676994,1.8665484705433605e-05,-8.653130828407626e-05,3.13103729928834e-05,-0.00013900451545542146,fortress
14725.0,0.08630059865027949,0.005759674668284321,-2.6569877307327895e-05,2.583430743985168e-06,8.953171777213727e-05,-9.550270833822173e-05,-1.2658994335439764e-05,-8.294739539563881e-05,-8.856864168583249e-05,-3.53989769746584e-05,suck
6329.0,0.08262823275026787,0.005514582129208493,-0.00011122840697158493,4.463974632904171e-06,-4.416649429861744e-05,9.627857697510699e-05,-4.2165772659777794e-05,-2.621287756165653e-06,0.0001514522294953694,-1.9828010552612075e-05,amazement
3043.0,-0.019964326898069627,-0.04153087825186022,9.918833382414816e-05,2.9004409115790418e-05,-0.00011476109349243101,0.00018120026908101792,-0.0002922867158501955,-1.9550882850069713e-05,0.0005615300074240715,-6.847616119012056e-05,rang
16233.0,0.08079204980026183,0.005392035859670458,-0.0001428163233564038,-8.576681304260401e-07,-0.0002613327901376914,1.9475663413256668e-05,2.6433750202970247e-05,-3.244942270196905e-05,2.3939444618197666e-05,-7.56010657757766e-05,trembles
18463.0,-0.019509592596378043,0.018299532400739588,-0.0003554695314745559,1.899322237187499e-05,0.00015198196319255345,2.716417952584999e-05,0.00013535612691204624,0.00012429840716350024,-0.000521111812409747,0.00010663751374397751,naivete
13660.0,-0.018308973154597903,0.028186494686476923,-0.00041519560691321254,5.340900672293164e-06,0.00032917688663659236,0.00023465933141279084,9.641327315760785e-05,8.966940291888485e-05,-0.00010370272372099683,0.0003153404772793625,leaped
2458.0,-0.016503843569070874,-0.034332192688204415,0.00031545310457212634,-8.4588383687534e-05,-0.00032570387963275774,0.00021610198975180328,-0.00020018915689729992,0.00028876798570668885,5.842216731014001e-05,-3.8864007985493024e-05,causes
8875.0,-0.016952752920923967,0.026098606191182327,-0.00038752103392544475,-5.733976505007431e-05,0.00022991210590631692,0.00039004033222301735,0.0002578048649591811,0.0001345984210910608,-0.0009791201562408375,-0.00020804117726597169,skinned
19515.0,-0.016237652543763356,-0.033778447644846346,0.0004414865345584323,9.712255827459024e-06,-9.291358515320018e-05,7.295193770063388e-05,2.9826280776507285e-05,2.869901366964746e-05,0.0004370874667880578,-0.0002511401778773607,sanctity
16887.0,0.06610258620021432,0.004411665703366792,-2.9216277876183932e-05,2.592018831322898e-05,-0.0001638383923537817,-1.5295956980525953e-05,-0.00017619096109073028,-3.6432805636044667e-06,0.0002031054802551207,-0.00012973309684006698,beneficently
11079.0,0.06610258620021434,0.004411665703366807,9.901528183405047e-05,-1.285967445968475e-05,8.067545972831367e-05,4.024469851686517e-05,7.889238430191584e-05,-6.455377610248235e-05,-7.911984848636805e-05,-7.087161055425198e-05,voyager
10245.0,-0.015971461518455715,-0.03322470260148818,5.207431756377237e-05,1.9215380210055393e-05,-0.000204613236059964,-0.00035330294361554605,0.00019067731463410283,-0.0004799485070306204,-4.301116620395263e-06,-0.0002317216366762788,undulations
20486.0,-0.01627464280408703,0.025054661943535048,0.00026645256674995575,0.00013682231038536152,-0.00015335376030172,8.096901151099001e-05,0.00035587510970385393,-0.0006550086987751804,0.00017271600831729014,-2.5047711859220407e-05,glum
11329.0,-0.016274642804087032,0.02505466194353505,-0.00020917493134182282,-2.800096122158794e-05,0.0010988099243336906,-0.00029862242929860075,-0.00020132911802808975,0.00030319134365853345,-0.00027835020603584617,0.0002611511834563509,oral
10424.0,-0.016185809723973668,0.01887244418935395,0.0004639868502470228,-2.475350621662531e-05,0.00018807966631656305,0.0005413054691329332,-2.2120405504606623e-05,-0.0001528463160089009,4.009733388975737e-05,9.78955646002075e-05,saturnine
20614.0,-0.014906697417225325,-0.031009722428055626,-1.7701170782940197e-05,1.6357551201449256e-05,0.000460871322520742,-0.00017446908991948713,-2.4432579366204354e-05,0.0005247544400896842,0.00032497148157766605,-0.00014237921132387952,gauges
18705.0,-0.015416349721560137,0.014131714668088331,-0.00024909656927263275,-3.416152295422323e-05,5.96703499368229e-05,0.0002927698117755106,-0.00015049300242603962,0.0008741197905573929,0.000954997364578386,0.00012616480634644527,mineral
4201.0,0.056921671450184466,0.0037989343556768945,0.0001052378958453301,-2.306240692234602e-05,-0.000247962209985587,0.0003419896010143423,-5.538935366272666e-05,0.00019024553378943186,0.00020099683518788716,-1.3258526045200819e-05,milk
5083.0,0.056921671450184466,0.0037989343556768945,0.0002313332313322966,-2.3937607523568366e-05,1.9714889586894072e-05,-0.00020618931286533852,1.620121898389395e-05,-6.416061852181729e-06,-0.00012912448617824303,0.0002037943816339003,drowned
8160.0,-0.014240312453576152,0.021922829200593165,0.00021690514587499024,4.833553446850074e-05,-9.116496356257928e-05,0.0005950271748534378,0.0001876834614133931,0.00010227498211866536,0.000372712597525456,-0.0006607968748334038,crowding
15165.0,0.055085488500178595,0.0036763880861390187,0.00011302278267906601,-1.5846431209933128e-05,8.244461768793974e-05,-0.00015353098381381956,-0.00018705967592583763,-2.9969850818197305e-05,0.0001646179098034615,3.609247826926295e-05,ascetics
11036.0,-0.013599185650856256,-0.0011123279937624397,0.00043691222236960837,1.977382921759467e-05,-0.0008805364918787358,-0.0007380827223231666,-0.00015133907272657575,-0.0012476722134621074,0.0013473371439833442,-0.0007189077537925833,redolent
18923.0,-0.013701756243340038,0.018604419821040635,0.00035967894492514117,-1.6908436273820636e-05,0.0002887254968464385,0.00021691788748669336,6.73943220878415e-05,0.0002303634027465966,-0.0004938994132795931,0.00018620309756453088,knave
381.0,0.053249305550172564,0.0035538418166010124,0.0001771408119699995,-1.954477133512204e-05,0.0003392482036064819,2.3048712446043826e-07,2.8400827353872498e-05,-0.00013447115895595983,0.00021010679326247803,0.00020085711237597447,rose
9154.0,-0.013362567387422686,0.020215933499442073,-0.0001873629636224834,1.4138355439245208e-06,0.0002603347497302825,0.0004577413957984252,-0.00010200056401770166,0.00011242912860992221,-5.5230700119608804e-05,0.00034136757142481965,integral
1334.0,-0.013208376604215111,0.009665714601887544,-0.000594068311110552,5.596678861641387e-05,0.0005770188513132655,-0.00032686293350029386,-9.258785122729544e-05,-0.0006365259298373304,-0.0007429078086328244,-0.00029511630619725635,approach
2376.0,-0.012777169214764612,-0.026579762081190568,0.0004652214136830873,6.393250275199852e-05,0.00046783957630437635,0.00016936621435929047,-9.732556823527503e-05,-0.0002500805513454199,-0.0009558444720329226,0.00023642989694384596,crying
21485.0,-0.01306567412291247,0.010868486641067484,0.00021731253805057832,0.00010682791186635227,7.381054534331489e-05,0.00014955638534753433,4.9705284551100015e-05,-0.0004707913569865081,-2.5556799395613627e-08,0.00018784093364862775,foster
16109.0,-0.01251097818945698,-0.026026017037832416,-0.00040722013223538613,5.429479014827917e-05,0.0002574222485156252,0.0003814943462678346,0.00012254318723577844,-0.00044758905529437886,-3.0159913282822425e-05,0.0003759606660543271,adulteration
5193.0,-0.012813240152397543,0.0005226385631237131,0.001241966351644602,-0.00012746396118567028,0.0006731776595620764,2.0690020013387835e-05,0.0007198379037068354,0.0007431777009308336,4.5944693776260636e-05,3.908200085713795e-06,clerk
5263.0,-0.012778105457718923,0.003313471402220439,0.000983495917276804,-3.2965397438633965e-05,-0.000494210516032173,0.0002750826208511378,-0.0006669882803714551,-0.001318788964368032,0.00031988791775355933,0.0003367238452701203,subjection
15943.0,-0.012884092219902242,0.019834940705298596,-0.0004679844608977824,-2.3840862666568123e-05,0.0013536740819677377,0.00022177863310815637,-0.0001997551105137504,-0.0003850377024283216,-0.0007027208787671491,3.0287850890681655e-05,ambitions
20862.0,-0.012884092219902242,0.019834940705298596,-0.0002351359432086252,-3.2148036983071334e-05,-0.00014583168533387398,0.00023682487707087953,4.8720303554152986e-05,-9.747381503582023e-05,0.00014911616417275896,5.497160832537456e-05,propagates
9107.0,0.04257558429041789,-0.00012573047083859875,2.2085978789623563e-05,2.6762252926148025e-05,0.00020029836006383645,-6.9075633984736805e-06,6.404858703945269e-05,-0.00012902526297703797,0.00014341270306871584,0.0003466524924291539,moored
20900.0,-0.011978596138841786,-0.024918526951116144,-0.00013285992153045544,1.7748594693865753e-05,0.00043818824811293823,-0.0006397925015382841,2.7805306883144265e-05,0.00033155849139889307,0.0003193130696849817,-0.0001583286900242118,grieving
19126.0,-0.011978596138841795,-0.024918526951116148,-0.0003411432831548988,2.7138807473714973e-06,-0.0007453679120323529,0.0005890751160212155,-0.0002759414380251937,-0.000604359021407242,-0.00010300728560694307,-0.0001599813438186672,jutted
701.0,-0.012205982103065258,0.018790996457651293,0.00030293517124224326,4.997634522410616e-05,0.0013047733824491216,-0.00023605653040474907,-2.2110835777162434e-05,4.0317368746437546e-05,-0.0010636973946254937,0.0007773320760281612,standing
1424.0,0.04774075670015473,0.003186203007987148,-0.0001769589028735275,7.470605976482628e-06,0.00031546708408469525,3.8905013349065744e-05,8.139488040300464e-05,0.00022886389779921238,-0.00022183895704754752,6.200992633660315e-05,divided
7202.0,-0.011446214088226589,-0.023811036864399848,-0.000219568155455667,2.961427363487454e-05,-0.0004584551516735443,4.3434322244339385e-05,1.4792542640607628e-06,2.0565268957274008e-05,-0.0004093303490744958,0.0004961010635229199,impetuosity
5636.0,-0.011446214088226585,-0.023811036864399844,-5.614349917671542e-06,3.113186492185187e-05,4.5064369375715033e-05,0.0001701504955675256,-0.00010910337339320895,-0.00042380962080774867,-0.00031143586253139384,-0.00040898895921237267,creating
5745.0,-0.011180023062918992,-0.02325729182104172,0.0001764406040673729,2.1305475947207186e-05,0.00018862688982747376,4.874240713759611e-05,-7.472581567163203e-06,0.0010279630366438666,0.0005999073318202931,0.0004991335519963971,slope
5958.0,0.045904573750148794,0.0030636567384491526,-0.00015441488674234672,-1.4348885651698925e-05,-5.6570612437606544e-05,-6.012117540872887e-05,-5.1631513879440595e-05,-1.5837768368205387e-05,-0.00013098072027516782,0.00032714264246369796,relied
7071.0,0.04590457375014878,0.003063656738449137,-0.00019361993015774653,2.124866924241391e-05,-1.788975930566736e-05,-3.7682110521964034e-05,3.6024336862913296e-05,-9.58528536726592e-07,-0.0002745024300939565,8.82262900742966e-05,warn
1625.0,-0.011527871986228308,0.01774705221000399,5.899040329180236e-05,-1.3707763284526514e-05,-8.689459841931909e-05,9.72037747680123e-06,-0.00014129066818893517,0.0003443338903080903,0.0002194197801730349,0.00010907296701692048,accept
21152.0,-0.011527871986228308,0.01774705221000399,-0.00038558689555812965,6.660905653581711e-05,-9.983537443699329e-05,0.0003166023944657718,9.4748376475582e-05,0.0001052209733983214,0.0003630543308464192,-0.00031042799824384967,fervency
266.0,0.019386095225802685,-0.00879469725184743,-0.0004514377128131689,3.1288282584584905e-05,-8.778432649096934e-05,-0.0005490341762000692,0.0005478073473053318,0.00024925309302213156,0.0004685093521223789,-0.0008761928726718968,small
2093.0,0.007400862826823713,0.012553682823845447,-0.0007108218336827129,0.00014487309964577433,0.0010080101279877915,-8.424910734335386e-05,0.0003588820758510257,5.556601754023267e-05,-0.00020126932684765264,0.0010032704882752702,eagerness
20522.0,0.044068390800142854,0.0029411104689111727,-0.00029950050403061777,3.423332416716694e-05,0.00010229035686506416,-0.00017564664993738704,-1.2162627374809394e-05,-5.398129813388282e-05,-1.0529703590987691e-05,6.478664699274016e-05,railed
8953.0,-0.01084976186939136,0.016703107962356707,0.00020924007271033563,0.00012657503392830767,-0.0003067922394834638,0.0004896479140342239,-0.00042392968926466246,-0.0006764773489284235,-0.0006868964885040734,0.0008386248200149076,inquietude
16870.0,-0.01084976186939136,0.016703107962356707,0.00041929065862553953,-0.00015807350270298005,0.00012983912416559038,0.00013414775852759077,-0.00034347864494364426,0.0008221862293372187,0.00022983731619739738,-0.0005008970172323076,unmourned
2885.0,-0.01084976186939136,0.016703107962356707,-0.001052455986192385,-7.604187444067656e-05,0.0002989001610462507,-5.092806887565523e-05,0.00035945654069963916,-0.0005979993084970797,-0.0014239806442777258,0.0006554753932096603,adorned
4191.0,0.041043780562719574,0.0021458066369015334,-0.00012050014309874058,-1.5936560843789787e-05,0.0006680438063316714,0.00018042152857487297,-0.00012108415006489514,-0.0004849494157089025,-0.0002739475416541243,-2.0842302062537575e-05,beaten
9213.0,0.04223220785013685,0.002818564199373203,-0.0002495841332702451,2.4159418983042214e-05,7.384255493892937e-05,0.0002205860312529698,0.00017528356897789964,7.921667434529215e-05,0.00020945789664717857,-8.6770895662746e-05,lineaments
9324.0,-0.010644729134907547,0.01318692429224006,7.310551930413333e-06,-0.0001028136150385026,0.0002842361575443962,-0.0009446636730767871,-7.357110675290491e-05,0.00011385183357180799,-0.00034613462712439436,0.00037627034961082797,chime
13728.0,-0.010115258961688646,-0.021042311647609196,0.00050283961934014,-6.42191584308736e-05,-0.001044944586768249,0.00028944253083747803,5.183431555869592e-05,-0.0008997455226014168,0.00025772998552908184,-0.00047046832604444094,casement
5640.0,-0.010053106308475298,0.004452589892697767,-0.0005211598950621828,4.8928416838818396e-05,0.0004779150437607858,-0.00012328474072702912,-0.00015650486586749827,0.0002772698298759184,0.00020461233354414924,0.00031263505319854216,throes
7561.0,-0.01017165175255438,0.0156591637147094,-0.0005350177158577801,-7.636152866348352e-05,-0.0008527982253843789,9.320842065702962e-06,0.0003250550677021748,-0.0006607194574593536,0.0009221154708695453,-0.0005244658952315685,peopled
12544.0,-0.009973512319801344,0.00824182395136363,-0.0012401882386331295,3.4013064946949e-05,0.0008157470056592999,-0.000439531073191599,0.0003263525205160638,0.0002671408925428577,-0.00153047066823324,-0.00202665236738881,confoundedly
8046.0,-0.009582876911073422,-0.0199348215608929,-0.0019212369395044343,-0.00010985360000002221,0.00101347557427205,0.0008745940586731708,-0.0003954852248473767,-0.000838022033264256,-0.0011933144773464816,-0.00027441865820357,bluntly
15328.0,-0.009582876911073422,-0.0199348215608929,0.0013675538903485697,-0.00015461720502190179,-0.00045321617452981567,-0.000696555112462882,-0.00026142799136535407,0.0008313342596141242,0.00017268333184056067,0.0006022057924918875,applaudingly
1718.0,-0.00958287691107342,-0.019934821560892897,0.00048232437990393097,-1.2074433424302116e-05,-9.54586908419351e-05,-0.0002749384309713008,-0.00020147614290868634,0.00029457642680587564,-0.00023785466586826576,-0.0002630415205969827,neighborhood
11690.0,-0.007005331750735582,-0.018666430858499127,-0.0002803306401185353,0.00017581902414176245,-0.00041745123919473005,0.00026658211438251026,0.0006933727893717652,-0.0008920728591383055,0.0014905628754225103,-1.8524429696145813e-05,shipwreck
20583.0,0.038559841950124955,0.002573471660297287,-0.00016310320226333157,2.944247082795547e-05,0.00019616902171392124,9.209094045054263e-05,7.242775754402541e-05,-2.024596168989156e-05,0.00021768995652669725,0.00010023123083041108,quicksilver
9205.0,-0.009493541635717445,0.014615219467062122,0.0006118032585180409,-0.0001538583033366484,3.7453334806572754e-06,0.0003958200760839761,3.3754794098612844e-05,-0.0005707099467722936,-0.0006094361292462753,-0.00032271243608095385,stamp
4565.0,-0.009493541635717445,0.014615219467062122,-0.00047116929200478126,-4.75080219852673e-05,-0.0008372921192857432,-0.0006493258748931569,0.00036634892758292557,0.00029173550795454165,0.0003577442862739016,0.00026360861499241206,prince
15971.0,-0.009050494860458232,-0.018827331474176624,0.00035933818960669765,0.00018469025092119026,8.272327733120474e-05,-0.000744122243178592,-3.4296982072981664e-05,-0.0006020339378715158,0.00015602466322328423,-0.0001372577891318455,alligators
12760.0,0.009505595562721137,-0.010245375076852366,-0.00018906401723480304,0.00029516962806071104,0.0003130363372445184,0.00026618208615648105,-0.0003931326438824249,0.00023137394046587935,-0.0004095459750449184,0.0007033053028884407,excesses
5017.0,0.029671681109382692,0.004392228931695749,-5.797407384355249e-05,4.1382012655186873e-05,0.0003160927383041131,-0.00011939904871365376,0.00020461944518578089,-0.00017818741704670311,-0.00034787408127559305,-0.0004468076047670437,invaders
1249.0,0.036723659000119036,0.0024509253907593373,0.00014931363672737952,-6.576249580828658e-05,0.00011470895694264642,-8.154582454520949e-05,-7.990154443291267e-05,-0.00011733485058029649,-0.00021311787520533732,0.0002116182953273698,chairs
3748.0,0.015624763641949979,-0.00706758632902064,5.831543515072922e-05,0.00015527971332212468,5.769141802924288e-05,0.00026073338451577493,-0.0003115711260089279,-0.0006148420766980386,8.974211392753353e-05,-0.00025873132631021594,questioning
